32.616667,-116.466667,32.6233,-116.4728
39.1678,-120.1428,39.17,-120.15
36.3158,-119.637,36.31889,-119.62889
32.8488,-115.5666,32.83417,-115.57861
37.9833,-122.0692,37.9917,-122.055
38.31,-119.6,38.28,-119.61
39.45,-120.29,39.43,-120.31
39.49,-120.28,39.45,-120.29
33.68,-117.86639,33.7442,-117.8667
38.69,-119.99,38.68,-119.96
39.31806,-120.145,39.3,-120.18
33.6025,-117.8803,33.68,-117.86639
38.92,-119.92,38.85,-119.94
39.49,-120.28,39.43,-120.31
37.6927,-121.8144,37.6922,-121.7691
39.14,-120.22,39.19,-120.26
38.92,-119.92,38.84,-119.89
38.93,-120.05,38.85,-120.08
38.3,-119.55,38.31,-119.6
38.85,-119.94,38.84,-119.89
38.4,-119.54,38.3,-119.55
33.95194,-117.43861,33.9511,-117.388
38.61,-119.92,38.68,-119.96
34.2066,-119.1375,34.21667,-119.08333
32.7336,-117.1831,32.81583,-117.13944
38.84,-119.89,38.72,-119.89
38.3,-119.55,38.28,-119.61
35.6277,-120.6855,35.6697,-120.6283
33.7442,-117.8667,33.8647,-117.8425
39.3886,-120.0936,39.31806,-120.145
38.61,-119.92,38.72,-119.89
38.55,-119.8,38.67,-119.82
33.62667,-116.15944,33.7086,-116.2152
33.6025,-117.8803,33.7442,-117.8667
33.2294,-117.2269,33.12806,-117.27944
39.14,-120.22,39.17,-120.15
39.17,-120.15,39.3,-120.18
38.68,-119.96,38.72,-119.89
38.72,-119.89,38.67,-119.82
39.17,-120.15,39.31806,-120.145
38.4,-119.54,38.31,-119.6
39.31806,-120.145,39.1678,-120.1428
33.0175,-117.0292,33.12111,-117.08833
39.3,-120.18,39.1678,-120.1428
39.33,-120.37,39.43,-120.31
39.14,-120.22,39.1678,-120.1428
38.69,-119.99,38.61,-119.92
38.5552,-121.4183,38.5069,-121.495
38.67,-119.61,38.51,-119.63
33.21944,-117.34944,33.12806,-117.27944
38.85,-119.94,38.72,-119.89
33.938,-118.3888,34.0697,-118.4427
39.0,-120.13,39.1678,-120.1428
33.5713,-116.0766,33.62667,-116.15944
38.85,-119.94,38.68,-119.96
38.93,-120.05,39.0,-120.13
39.17,-120.15,39.0,-120.13
33.68,-117.86639,33.8647,-117.8425
39.14,-120.22,39.3,-120.18
38.85,-120.08,39.0,-120.13
37.8744,-122.2605,37.72139,-122.22083
38.4,-119.54,38.28,-119.61
38.69,-119.99,38.85,-119.94
35.48667,-119.14583,35.4344,-119.0542
32.81583,-117.13944,32.64,-117.0858
39.3886,-120.0936,39.3,-120.18
39.3,-120.18,39.19,-120.26
39.33,-120.37,39.45,-120.29
38.69,-119.99,38.72,-119.89
37.6197,-122.3647,37.7705,-122.4269
33.2294,-117.2269,33.4392,-117.1904
38.31,-119.6,38.51,-119.63
38.92,-119.92,38.72,-119.89
38.61,-119.92,38.67,-119.82
38.4,-119.54,38.51,-119.63
34.20056,-118.3575,34.0697,-118.4427
34.0236,-118.2911,33.938,-118.3888
38.84,-119.89,38.68,-119.96
32.7336,-117.1831,32.64,-117.0858
34.20056,-118.3575,34.0236,-118.2911
38.84,-119.89,38.67,-119.82
39.17,-120.15,39.19,-120.26
37.5147,-122.0325,37.6542,-122.115
37.6542,-122.115,37.72139,-122.22083
33.0175,-117.0292,33.0375,-116.91583
39.14,-120.22,39.0,-120.13
38.51,-119.63,38.28,-119.61
39.14,-120.22,39.31806,-120.145
38.85,-119.94,38.93,-120.05
39.1678,-120.1428,39.19,-120.26
38.61,-119.92,38.84,-119.89
38.69,-119.99,38.85,-120.08
39.49,-120.28,39.33,-120.37
39.3886,-120.0936,39.1678,-120.1428
38.61,-119.92,38.85,-119.94
33.2294,-117.2269,33.21944,-117.34944
39.17,-120.15,39.3886,-120.0936
38.55,-119.8,38.72,-119.89
38.55,-119.8,38.61,-119.92
34.6538,-120.4513,34.8994,-120.4486
38.69,-119.99,38.84,-119.89
38.92,-119.92,38.68,-119.96
33.87194,-117.97889,33.7442,-117.8667
33.6025,-117.8803,33.8647,-117.8425
33.938,-118.3888,34.20056,-118.3575
33.82806,-116.50528,34.08639,-116.56222
38.92,-119.92,38.93,-120.05
39.19,-120.26,39.33,-120.37
39.19,-120.26,39.43,-120.31
38.3,-119.55,38.51,-119.63
39.31806,-120.145,39.19,-120.26
39.2041,-121.068,39.0911,-120.948
39.3,-120.18,39.45,-120.29
38.69,-119.99,38.93,-120.05
39.19,-120.26,39.45,-120.29
38.92,-119.92,38.69,-119.99
32.8138,-116.975,32.64,-117.0858
37.3591,-121.924,37.5147,-122.0325
33.87194,-117.97889,33.8647,-117.8425
38.5069,-121.495,38.69556,-121.58972
33.72,-117.723,33.8647,-117.8425
37.9917,-122.055,37.8792,-121.9303
39.49,-120.28,39.3,-120.18
34.62944,-118.08361,34.7411,-118.2116
38.85,-119.94,38.85,-120.08
38.68,-119.96,38.67,-119.82
33.6692,-117.3319,33.9511,-117.388
34.18194,-118.57444,34.0697,-118.4427
36.4805,-121.7244,36.5927,-121.8555
33.87194,-117.97889,33.68,-117.86639
33.7442,-117.8667,33.72,-117.723
33.68,-117.86639,33.72,-117.723
39.3,-120.18,39.43,-120.31
38.68,-119.96,38.85,-120.08
33.12111,-117.08833,33.2294,-117.2269
37.9833,-122.0692,37.8792,-121.9303
38.85,-119.94,38.67,-119.82
38.67,-119.61,38.4,-119.54
39.1678,-120.1428,38.93,-120.05
33.5713,-116.0766,33.7086,-116.2152
37.6927,-121.8144,37.8792,-121.9303
39.49,-120.28,39.19,-120.26
34.0236,-118.2911,34.0697,-118.4427
37.72139,-122.22083,37.6197,-122.3647
38.68,-119.96,38.93,-120.05
37.9833,-121.7525,37.6922,-121.7691
37.7705,-122.4269,37.9566,-122.5447
38.92,-119.92,38.61,-119.92
39.17,-120.15,38.93,-120.05
39.0,-120.13,39.3,-120.18
39.31806,-120.145,39.45,-120.29
34.4258,-119.8425,34.5822,-119.9817
38.92,-119.92,38.67,-119.82
33.87194,-117.97889,33.6025,-117.8803
39.49,-120.28,39.31806,-120.145
39.31806,-120.145,39.0,-120.13
39.0,-120.13,39.19,-120.26
38.92,-119.92,38.85,-120.08
32.8138,-116.975,32.81583,-117.13944
37.6927,-121.8144,37.9833,-121.7525
38.84,-119.89,38.93,-120.05
33.6025,-117.8803,33.72,-117.723
33.4392,-117.1904,33.12806,-117.27944
33.6692,-117.3319,33.95194,-117.43861
34.05611,-117.60028,33.95194,-117.43861
33.87194,-117.97889,33.8116,-118.1463
38.55,-119.8,38.84,-119.89
38.69,-119.99,38.67,-119.82
38.4,-119.54,38.44,-119.37
38.55,-119.8,38.51,-119.63
39.14,-120.22,39.45,-120.29
38.85,-120.08,39.1678,-120.1428
37.8744,-122.2605,37.6197,-122.3647
39.14,-120.22,39.43,-120.31
38.55,-119.8,38.68,-119.96
39.31806,-120.145,39.43,-120.31
39.17,-120.15,38.85,-120.08
37.8744,-122.2605,37.7705,-122.4269
34.12944,-116.38778,34.08639,-116.56222
34.0236,-118.2911,33.8116,-118.1463
33.6692,-117.3319,33.4392,-117.1904
33.0375,-116.91583,33.12111,-117.08833
33.12111,-117.08833,33.4392,-117.1904
39.14,-120.22,39.3886,-120.0936
39.14,-120.22,39.33,-120.37
38.67,-119.61,38.31,-119.6
33.82806,-116.50528,34.12944,-116.38778
37.6542,-122.115,37.9833,-122.0692
37.8792,-121.9303,37.9833,-121.7525
39.14,-120.22,39.49,-120.28
38.69556,-121.58972,38.5552,-121.4183
37.8744,-122.2605,37.6542,-122.115
33.4392,-117.1904,33.21944,-117.34944
37.8792,-121.9303,37.6922,-121.7691
37.6542,-122.115,37.9917,-122.055
38.84,-119.89,38.85,-120.08
39.3,-120.18,39.33,-120.37
33.12111,-117.08833,33.12806,-117.27944
38.72,-119.89,38.93,-120.05
38.67,-119.61,38.3,-119.55
38.67,-119.61,38.28,-119.61
38.3,-119.55,38.44,-119.37
39.49,-120.28,39.3886,-120.0936
39.3886,-120.0936,39.19,-120.26
37.7967,-121.5828,37.6922,-121.7691
37.9833,-121.7525,37.7967,-121.5828
36.9308,-121.7691,36.5927,-121.8555
39.3886,-120.0936,39.0,-120.13
33.72,-117.723,34.05611,-117.60028
39.17,-120.15,39.45,-120.29
39.3886,-120.0936,39.45,-120.29
38.55,-119.8,38.67,-119.61
32.6233,-116.4728,32.9897,-116.5872
37.8744,-122.2605,37.9833,-122.0692
38.61,-119.92,38.85,-120.08
39.14,-120.22,38.93,-120.05
40.1519,-122.2536,40.5175,-122.2986
38.72,-119.89,38.85,-120.08
39.14,-120.22,38.85,-120.08
38.55,-119.8,38.69,-119.99
33.7572,-116.7066,33.82806,-116.50528
35.23722,-120.64139,35.6277,-120.6855
38.85,-119.94,39.0,-120.13
39.1678,-120.1428,39.45,-120.29
38.55,-119.8,38.85,-119.94
33.0763,-116.5925,33.2559,-116.4036
32.9897,-116.5872,32.616667,-116.466667
38.51,-119.63,38.67,-119.82
37.9833,-122.0692,37.72139,-122.22083
38.61,-119.92,38.93,-120.05
37.3591,-121.924,36.9905,-121.9911
33.7572,-116.7066,34.08639,-116.56222
39.17,-120.15,39.43,-120.31
39.17,-120.15,39.49,-120.28
33.6692,-117.3319,33.21944,-117.34944
37.3591,-121.924,37.6927,-121.8144
37.72139,-122.22083,37.7705,-122.4269
35.3672,-120.8455,35.6277,-120.6855
38.69,-119.99,39.0,-120.13
38.67,-119.61,38.67,-119.82
32.7336,-117.1831,32.8138,-116.975
39.49,-120.28,39.1678,-120.1428
39.1678,-120.1428,39.43,-120.31
38.92,-119.92,39.0,-120.13
39.1019,-121.5677,38.69556,-121.58972
33.7869,-116.9583,34.2441,-116.904
35.23722,-120.64139,35.3672,-120.8455
37.8744,-122.2605,37.9917,-122.055
38.93,-120.05,39.31806,-120.145
34.18194,-118.57444,34.20056,-118.3575
39.3886,-120.0936,39.43,-120.31
33.9511,-117.388,34.05611,-117.60028
37.5147,-122.0325,37.72139,-122.22083
37.5147,-122.0325,37.8792,-121.9303
33.938,-118.3888,34.18194,-118.57444
37.9917,-122.055,37.72139,-122.22083
38.55,-119.8,38.92,-119.92
37.6542,-122.115,37.8792,-121.9303
33.2294,-117.2269,33.0175,-117.0292
35.6697,-120.6283,35.23722,-120.64139
39.7458,-122.1997,40.1519,-122.2536
36.9905,-121.9911,36.9308,-121.7691
39.31806,-120.145,39.33,-120.37
37.9917,-122.055,38.3775,-121.9575
38.93,-120.05,39.3,-120.18
33.2294,-117.2269,33.6692,-117.3319
38.44,-119.37,38.07,-119.23
38.55,-119.8,38.28,-119.61
38.55,-119.8,38.31,-119.6
38.68,-119.96,39.0,-120.13
39.3886,-120.0936,38.93,-120.05
37.3591,-121.924,37.6922,-121.7691
39.17,-120.15,39.33,-120.37
37.9833,-122.0692,38.3775,-121.9575
37.6927,-121.8144,37.5147,-122.0325
37.7967,-121.5828,37.6927,-121.8144
38.31,-119.6,38.44,-119.37
41.99,-120.18,41.58,-120.3
36.4805,-121.7244,36.9308,-121.7691
39.1678,-120.1428,39.33,-120.37
38.85,-120.08,39.31806,-120.145
36.3158,-119.637,36.78,-119.7194
36.78,-119.7194,36.31889,-119.62889
37.6542,-122.115,37.3591,-121.924
39.3,-120.18,38.85,-120.08
38.93,-120.05,39.19,-120.26
39.19,-120.26,38.85,-120.08
33.8116,-118.1463,33.938,-118.3888
36.9905,-121.9911,36.5927,-121.8555
37.6542,-122.115,37.6197,-122.3647
33.0175,-117.0292,33.4392,-117.1904
37.5147,-122.0325,37.9833,-122.0692
33.7572,-116.7066,33.7869,-116.9583
38.44,-119.37,38.28,-119.61
38.84,-119.89,39.0,-120.13
33.6692,-117.3319,33.12806,-117.27944
33.7086,-116.2152,34.12944,-116.38778
37.5147,-122.0325,37.9917,-122.055
38.92,-119.92,39.1678,-120.1428
37.6197,-122.3647,37.9566,-122.5447
33.0175,-117.0292,33.12806,-117.27944
38.85,-119.94,39.1678,-120.1428
33.8647,-117.8425,34.05611,-117.60028
35.23722,-120.64139,34.8994,-120.4486
41.49139,-120.56444,41.24,-120.79
